Date,Price,Open,High,Low,Change %
4/13/17,11.69,11.05,11.74,10.63,20.39
4/14/17,11.05,11.61,11.84,11.03,-5.47
4/15/17,11.61,11.69,12.14,10.46,5.07
4/16/17,11.69,11.7,11.87,11.57,0.69
4/17/17,11.7,11.15,12.6,10.95,0.09
4/18/17,11.15,10.95,11.5,10.27,-4.7
4/19/17,10.95,10.21,11,10.01,-1.79
4/20/17,10.21,10.99,11.4,10.15,-6.76
4/21/17,10.99,12.12,12.45,10.85,7.64
4/22/17,12.12,14.35,16,12.03,10.28
4/23/17,14.35,15.38,16,14.2,18.4
4/24/17,15.38,15.07,15.41,14.3,7.18
4/25/17,15.07,15.53,15.73,14.51,-2.02
4/26/17,15.53,15.09,16.17,14.69,3.05
4/27/17,15.09,14.98,15.51,13.47,-2.83
4/28/17,14.98,14.75,15.12,14.5,-0.73
4/29/17,14.75,16.34,16.4,14.73,-1.54
4/30/17,16.34,16.2,16.74,15.8,10.78
5/1/17,16.2,16.47,17.3,15.55,-0.86
5/2/17,16.47,16.24,16.62,15.5,1.67
5/3/17,16.24,22.01,36,15.99,-1.4
5/4/17,22.01,24.16,29.75,21.8,35.53
5/5/17,24.16,26.33,28.69,24.03,9.77
5/6/17,26.33,28.43,28.88,26.31,8.98
5/7/17,28.43,30.62,32.3,28.43,7.98
5/8/17,30.62,28.86,30.62,28.04,7.7
5/9/17,28.86,33.2,34,22.67,-5.75
5/10/17,33.2,32.85,38.91,30.01,15.04
5/11/17,32.85,30.69,33.35,28.31,-1.05
5/12/17,30.69,27.21,31.59,25.06,-6.58
5/13/17,27.21,29.09,29.21,25.04,-11.34
5/14/17,29.09,28.9,30.6,27.75,6.91
5/15/17,28.9,25.61,29.11,25.27,-0.65
5/16/17,25.61,23.6,25.78,21,-11.38
5/17/17,23.6,25.3,26.5,20.31,-7.85
5/18/17,25.3,28.58,29.41,24.63,7.2
5/19/17,28.58,27.55,28.65,26.32,12.96
5/20/17,27.55,27.34,27.94,26.85,-3.6
5/21/17,27.34,25.92,28.68,25.44,-0.76
5/22/17,25.92,24.71,26.99,22.5,-5.19
5/23/17,24.71,31.06,31.78,24.45,-4.67
5/24/17,31.06,34.31,35.88,30.25,25.7
5/25/17,29.53,34.28,35.41,26.48,-4.93
5/26/17,25.9,29.53,32,24.38,-12.29
5/27/17,23.45,25.9,26.94,19.15,-9.46
5/28/17,24.78,23.45,26.8,23.12,5.67
5/29/17,25.78,24.79,26.71,23.74,4.04
5/30/17,24.1,25.78,26.5,23.71,-6.52
5/31/17,25.88,24.1,26.15,23.8,7.39
6/1/17,27.58,25.88,29.93,25.88,6.57
6/2/17,27.84,27.72,28.95,26.7,0.94
6/3/17,27.4,27.84,28.3,26.8,-1.58
6/4/17,27.73,27.4,27.9,26.8,1.2
6/5/17,30.7,27.79,31.8,27.78,10.71
6/6/17,30.16,30.7,31.29,28.28,-1.76
6/7/17,28.71,30.16,30.79,27.85,-4.81
6/8/17,30.08,28.71,30.79,28.03,4.77
6/9/17,29.56,30.08,30.9,29.54,-1.73
6/10/17,30.14,29.55,30.15,29.24,1.96
6/11/17,33.94,30.16,35.32,29.53,12.61
6/12/17,28.91,34.02,34.04,27,-14.82
6/13/17,30.32,28.91,30.62,28.71,4.88
6/14/17,28.82,30.32,31.98,27.67,-4.95
6/15/17,28.98,28.82,29.39,24.45,0.56
6/16/17,33.83,28.99,33.85,27.7,16.74
6/17/17,46.02,33.89,48.58,33.89,36.03
6/18/17,43.48,46.02,46.26,39.59,-5.52
6/19/17,47.63,43.66,49.97,42.36,9.54
6/20/17,45.62,47.63,48.36,43.01,-4.22
6/21/17,44,45.62,46.12,41.71,-3.55
6/22/17,45.99,44,47.82,42.87,4.52
6/23/17,46.03,46.01,46.91,45.52,0.09
6/24/17,43.11,46.03,46.13,42.08,-6.34
6/25/17,40.76,43.14,43.64,38.57,-5.45
6/26/17,38.3,40.87,41.96,33.78,-6.04
6/27/17,40.43,38.25,40.43,33.71,5.56
6/28/17,42,40.43,43.38,37.97,3.88
6/29/17,40.21,42,42,39.75,-4.26
6/30/17,39.51,40.2,41.19,39.25,-1.74
7/1/17,38.35,39.51,39.76,37.4,-2.94
7/2/17,41.58,38.37,41.99,37.16,8.42
7/3/17,45.61,41.59,47.61,40.63,9.69
7/4/17,55.1,45.6,55.32,45.57,20.81
7/5/17,53.4,55.09,56.17,49.16,-3.09
7/6/17,51.14,53.39,53.39,50.01,-4.23
7/7/17,46.19,51.14,51.24,44.57,-9.68
7/8/17,51.27,46.19,52.22,44.28,11
7/9/17,48.74,51.27,52.31,48.38,-4.93
7/10/17,44.98,48.74,49.72,42.2,-7.71
7/11/17,43.86,44.98,46.75,41.49,-2.49
7/12/17,46.98,43.86,48.41,42.2,7.11
7/13/17,45.48,46.98,47.7,44.1,-3.19
7/14/17,42.72,45.48,45.7,40.06,-6.07
7/15/17,38.17,42.72,42.76,37.51,-10.65
7/16/17,40.61,38.14,41.72,34.79,6.39
7/17/17,42.36,40.61,43.07,39.79,4.31
7/18/17,43.49,42.36,44.98,40.63,2.67
7/19/17,40.23,43.5,43.95,39.7,-7.5
7/20/17,44.69,40.23,44.99,40.19,11.09
7/21/17,45.43,44.69,47.89,44.07,1.66
7/22/17,46.68,45.42,47.48,45,2.75
7/23/17,45.25,46.68,46.94,44.1,-3.06
7/24/17,45,45.25,45.45,44.43,-0.55
7/25/17,42.21,45.01,45.14,40.32,-6.2
7/26/17,41.99,42.21,42.98,40.42,-0.52
7/27/17,41.49,41.99,42.3,40.81,-1.19
7/28/17,40.8,41.49,42.16,40.32,-1.66
7/29/17,38.88,40.8,40.98,38.42,-4.71
7/30/17,40.01,38.76,42,38.73,2.91
7/31/17,42.25,40.01,43.5,38.4,5.6
8/1/17,43.18,42.23,43.84,41.18,2.2
8/2/17,41.82,43.18,43.23,41.52,-3.15
8/3/17,42.49,41.82,42.87,41.78,1.6
8/4/17,43.07,42.49,43.48,42.34,1.37
8/5/17,45.85,43.07,47.09,43.06,6.45
8/6/17,45.33,45.85,46.65,44.79,-1.13
8/7/17,45.99,45.33,46.5,45.02,1.46
8/8/17,49.06,45.99,49.98,45.77,6.68
8/9/17,47.69,49.13,49.95,46.66,-2.79
8/10/17,47.2,47.69,48.6,47.1,-1.03
8/11/17,47.09,47.21,47.71,46.6,-0.23
8/12/17,46.27,47.06,47.8,46.01,-1.74
8/13/17,45.22,46.33,47.33,44.08,-2.27
8/14/17,45.58,45.22,46.34,44.84,0.8
8/15/17,43.1,45.59,45.7,41.67,-5.44
8/16/17,43.8,43.08,44.88,42.01,1.62
8/17/17,43.88,43.8,44.7,43.13,0.18
8/18/17,46.69,43.88,47.99,43.29,6.4
8/19/17,45.19,46.69,46.99,43.76,-3.21
8/20/17,45.57,45.18,47.15,44.07,0.84
8/21/17,47.99,45.57,48.87,44.9,5.31
8/22/17,46.43,47.99,47.99,44.65,-3.25
8/23/17,53.29,46.44,54.96,46.08,14.77
8/24/17,51.09,53.31,53.45,50.23,-4.13
8/25/17,51.11,51.09,52.2,50.1,0.04
8/26/17,51.55,51.11,52,50,0.86
8/27/17,61.57,51.55,64.67,51.51,19.44
8/28/17,62.52,61.56,64.73,58.94,1.54
8/29/17,63.75,62.33,64.45,61.25,1.97
8/30/17,66.01,63.69,67.49,62,3.55
8/31/17,73.23,66.33,74.74,65.22,10.94
9/1/17,88.61,73.23,98.01,71.59,21
9/2/17,79.84,89.15,93.82,73.88,-9.9
9/3/17,79.49,79.83,84.53,77.33,-0.44
9/4/17,71.27,79.45,79.49,64.2,-10.34
9/5/17,74.19,71.29,74.94,66.01,4.1
9/6/17,81.47,74.19,82.61,74.19,9.81
9/7/17,80.23,81.47,82.74,77.46,-1.52
9/8/17,73.7,80.23,82.11,68.12,-8.14
9/9/17,71.27,73.7,74.5,69.1,-3.3
9/10/17,67.44,71.27,71.44,65.02,-5.37
9/11/17,68.28,67.44,71.5,65.53,1.25
9/12/17,66,68.28,71.93,65.03,-3.34
9/13/17,61.8,66,66.46,57.78,-6.36
9/14/17,45.41,61.81,62.6,45.1,-26.52
9/15/17,52.29,45.41,62.41,33.56,15.15
9/16/17,52.48,52.29,58.73,50.67,0.36
9/17/17,51.37,52.47,54.02,47.87,-2.12
9/18/17,56.29,51.37,58,51.37,9.58
9/19/17,52.97,56.3,56.86,51.39,-5.9
9/20/17,51.59,52.9,54.53,51.11,-2.61
9/21/17,46.61,51.58,52.48,45.25,-9.65
9/22/17,47.82,46.64,49.66,45,2.6
9/23/17,49.41,47.81,50.1,46.48,3.32
9/24/17,47.7,49.4,49.51,47.15,-3.46
9/25/17,52.22,47.71,53.25,47.54,9.48
9/26/17,52.33,52.22,54.25,51.5,0.21
9/27/17,56.88,52.34,57.45,52.32,8.69
9/28/17,54.87,56.88,57.11,54.07,-3.53
9/29/17,52.62,54.87,54.87,50.35,-4.1
9/30/17,55.26,52.62,55.92,52.55,5.02
10/1/17,54.7,55.26,55.3,53.5,-1.01
10/2/17,53.37,54.7,55.05,52.86,-2.43
10/3/17,52.14,53.37,53.59,51.36,-2.3
10/4/17,51.16,52.15,53,50.54,-1.88
10/5/17,51.67,51.16,51.94,50.25,1
10/6/17,52.12,51.65,52.73,51.4,0.87
10/7/17,52.57,52.12,52.84,51.61,0.86
10/8/17,53.26,52.58,54.77,52.4,1.31
10/9/17,50.04,53.27,53.41,48.16,-6.05
10/10/17,50.41,50.04,51.48,49.61,0.74
10/11/17,50.81,50.41,51,50.22,0.79
10/12/17,59.5,50.81,59.5,50.67,17.1
10/13/17,58.9,59.68,60.88,55.25,-1.01
10/14/17,63.94,58.9,66.75,58.37,8.56
10/15/17,65.51,63.89,69.57,62.11,2.46
10/16/17,64.72,65.52,66.4,62.34,-1.21
10/17/17,59.19,64.72,64.96,58.51,-8.54
10/18/17,60.67,59.19,61.83,52.9,2.5
10/19/17,59.84,60.68,61.36,58.34,-1.37
10/20/17,60.13,59.82,62.2,58.53,0.48
10/21/17,58.14,60.12,60.37,56.2,-3.31
10/22/17,56.74,58.14,58.89,56.12,-2.41
10/23/17,54.78,56.75,56.75,52.47,-3.45
10/24/17,55.61,54.79,59.19,52.51,1.52
10/25/17,56.37,55.61,56.62,53.62,1.37
10/26/17,55.56,56.36,57.12,54.95,-1.44
10/27/17,55.24,55.54,56.14,54.75,-0.58
10/28/17,54.52,55.25,55.85,54.12,-1.3
10/29/17,56.6,54.52,57.89,54.26,3.82
10/30/17,56.2,56.59,58.39,55.87,-0.71
10/31/17,55.4,56.44,56.81,55.4,-1.42
11/1/17,52.99,55.41,55.57,52.82,-4.35
11/2/17,54.35,53.09,54.85,50.29,2.57
11/3/17,56.19,54.36,56.34,53.97,3.39
11/4/17,55.09,56.19,56.3,54.65,-1.96
11/5/17,54.67,55.12,55.51,54.41,-0.76
11/6/17,54.62,54.67,55.83,53.4,-0.09
11/7/17,60.61,54.6,63.7,54.6,10.97
11/8/17,62.46,60.83,64.26,59.66,3.05
11/9/17,64.4,62.43,67.15,61.9,3.11
11/10/17,59.32,64.61,65.91,56.14,-7.89
11/11/17,62.5,59.3,63.98,59.03,5.36
11/12/17,58.81,62.49,62.6,57.12,-5.9
11/13/17,61.15,58.82,62.38,58.23,3.98
11/14/17,62.28,61.24,63.57,60.56,1.85
11/15/17,63.3,62.29,65.43,62.24,1.64
11/16/17,70.55,63.3,72.3,62.52,11.45
11/17/17,67.5,70.56,71.3,65.52,-4.32
11/18/17,69.35,67.51,69.88,65.62,2.74
11/19/17,71.7,69.35,73.35,68.55,3.39
11/20/17,72.63,71.7,73.25,71.16,1.3
11/21/17,69.99,72.62,73,68,-3.63
11/22/17,72.26,70,72.31,70,3.24
11/23/17,73.36,72.31,77.94,71.08,1.52
11/24/17,77.54,73.22,77.64,72.62,5.7
11/25/17,89.22,77.54,89.88,77.28,15.06
11/26/17,86.61,89.13,89.21,84.18,-2.93
11/27/17,91.36,86.62,93.85,86.4,5.48
11/28/17,94.49,91.36,94.86,89.96,3.43
11/29/17,86.71,94.49,103.49,76.01,-8.23
11/30/17,85.82,86.71,93.42,78,-1.03
12/1/17,100.17,85.86,100.77,82.05,16.72
12/2/17,99.65,100.17,104.72,98.11,-0.52
12/3/17,101.21,99.66,107.48,97.15,1.57
12/4/17,104.29,101.2,104.5,95.75,3.04
12/5/17,101.01,104.28,104.28,101.01,-3.15
12/6/17,100.02,101.01,103.9,97.79,-0.98
12/7/17,97.95,100,102.48,95.01,-2.07
12/8/17,128.77,97.96,142.24,95.83,31.47
12/9/17,160.95,128.97,198.4,128.97,24.99
12/10/17,151.21,160.94,160.94,135.47,-6.05
12/11/17,219.05,150.99,234.45,150.12,44.86
12/12/17,352.3,218.62,417,213.82,60.83
12/13/17,312.89,352,372.35,275,-11.19
12/14/17,283.8,312.98,324,256.49,-9.3
12/15/17,303.79,283.8,322.1,252.41,7.04
12/16/17,306.86,303.79,314.96,280.04,1.01
12/17/17,324.74,306.87,334.67,304.11,5.83
12/18/17,359.4,324.74,366.88,306.26,10.67
12/19/17,350.81,359.39,379.9,325.01,-2.39
12/20/17,305.59,350.65,350.65,276,-12.89
12/21/17,310.99,305.59,327.82,291.14,1.77
12/22/17,268.01,311,311.89,147.81,-13.82
12/23/17,293.03,267.81,321.69,261.1,9.34
12/24/17,278.8,294.37,295.58,254.99,-4.86
12/25/17,273.52,278.81,287.4,271.13,-1.89
12/26/17,280,273.53,286.92,273.18,2.37
12/27/17,264.4,280.54,286.46,253.4,-5.57
12/28/17,251.18,264.39,266,223.9,-5
12/29/17,245.2,251.18,259.04,236.51,-2.38
12/30/17,216.2,245.8,245.99,206.23,-11.83
12/31/17,227.17,216.03,237.86,210,5.07
1/1/18,225.22,227.17,232.24,211.02,-0.86
1/2/18,253.3,225.22,261.99,225.21,12.47
1/3/18,244.99,253.31,258.5,240.85,-3.28
1/4/18,238.8,244.99,245,226.8,-2.53
1/5/18,246.23,238.95,251.94,236.24,3.11
1/6/18,279.41,246.36,304,245.02,13.48
1/7/18,272.13,279.16,286.95,265.45,-2.61
1/8/18,255.35,272.08,273.67,231.64,-6.17
